cond,couple,dataset,frames,input,maskdistill,rel_rot,rel_tdir,rkd_sh_a,rkd_sh_d,scene,state
m3,1.0705573913583066e-05,scannetpp,109+114+132+155+157+163+276+306,probe1,0.1675785928964615,0.0004279751447029412,0.0005370776052586734,0.00025741837453097105,6.321314140222967e-05,21d970d8de,theta_rel
clean,2.70759005616128e-06,scannetpp,9+20+42+31+76+54+110+65,probe0,0.009500250220298767,6.920049781911075e-05,6.663799285888672e-05,3.7720808450103505e-06,1.6899710999496165e-06,7bc286c1b6,theta0
m0,2.62167964137916e-06,scannetpp,9+20+42+31+76+54+110+65,probe0,0.1591111272573471,0.0004238355322740972,0.00033411383628845215,6.763069450244075e-06,1.0564249350863975e-05,7bc286c1b6,theta0
m1,1.405001967214048e-06,scannetpp,9+20+42+31+76+54+110+65,probe0,0.15331792831420898,0.0015955644194036722,0.00044868391705676913,0.00010260984709020704,8.247952064266428e-05,7bc286c1b6,theta0
m2,0.0002443800331093371,scannetpp,9+20+42+31+76+54+110+65,probe0,0.15820395946502686,0.0008116946555674076,0.00011311968410154805,0.0001219201585627161,3.48163339367602e-05,7bc286c1b6,theta0
m3,4.290617653168738e-06,scannetpp,9+20+42+31+76+54+110+65,probe0,0.1547476053237915,0.0014364882372319698,0.0010765990009531379,5.7090735936071724e-05,7.495880254282383e-06,7bc286c1b6,theta0
clean,1.1803427696577273e-05,scannetpp,6+18+40+29+74+51+108+63,probe1,0.013346322812139988,0.0002503855503164232,7.136663043638691e-05,2.392063288425561e-05,3.525660576997325e-05,7bc286c1b6,theta0
m0,2.922053909060196e-06,scannetpp,6+18+40+29+74+51+108+63,probe1,0.16162967681884766,0.0013979077339172363,0.0004598299856297672,0.0003195189347025007,4.1058439819607884e-05,7bc286c1b6,theta0
m1,0.0002000857057282701,scannetpp,6+18+40+29+74+51+108+63,probe1,0.16680090129375458,0.0007762644672766328,0.00033357739448547363,0.0001244204759132117,6.350536568788812e-05,7bc286c1b6,theta0
m2,8.23634945845697e-06,scannetpp,6+18+40+29+74+51+108+63,probe1,0.1668470799922943,0.000950460322201252,0.0009832283249124885,0.0003941362665500492,1.8546474166214466e-05,7bc286c1b6,theta0
m3,0.00014912149345036596,scannetpp,6+18+40+29+74+51+108+63,probe1,0.16771149635314941,0.0006301084067672491,0.00032649439526721835,0.00039771111914888024,9.832577779889107e-05,7bc286c1b6,theta0
clean,6.28789439360844e-06,scannetpp,9+20+42+31+76+54+110+65,probe0,0.010678388178348541,7.67827732488513e-05,8.417169738095254e-05,2.489865801180713e-05,6.520958777400665e-07,7bc286c1b6,theta_base
