after,before,branch,component,dataset,delta,eval_where,grad_norm_preclip,scene,state,update_input
0.0057293870486319065,0.005755584221333265,base+R+t,couple,7scenes,-2.6197172701358795e-05,after_on_probe0_clean,2.08984375,office,theta_base,pair5/m0
0.001051574945449829,0.0011266273213550448,base+R+t,rel_rot,7scenes,-7.505237590521574e-05,after_on_probe0_clean,2.08984375,office,theta_base,pair5/m0
0.14295412600040436,0.1435549557209015,base+R+t,rel_tdir,7scenes,-0.0006008297204971313,after_on_probe0_clean,2.08984375,office,theta_base,pair5/m0
0.20851051807403564,0.21111665666103363,base,maskdistill,7scenes,-0.002606138586997986,after_on_input,0.6530499458312988,office,theta_rel,pair5/m0
0.006215707398951054,0.007937101647257805,base,rkd_sh_d,7scenes,-0.0017213942483067513,after_on_input,0.6530499458312988,office,theta_rel,pair5/m0
0.014693628996610641,0.018878791481256485,base,rkd_sh_a,7scenes,-0.0041851624846458435,after_on_input,0.6530499458312988,office,theta_rel,pair5/m0
0.0023383889347314835,0.0037811738438904285,base,couple,7scenes,-0.001442784909158945,after_on_input,0.6530499458312988,office,theta_rel,pair5/m0
0.01862620934844017,0.02276635728776455,base,rel_rot,7scenes,-0.004140147939324379,after_on_input,0.6530499458312988,office,theta_rel,pair5/m0
0.015092462301254272,0.018711071461439133,base,rel_tdir,7scenes,-0.0036186091601848602,after_on_input,0.6530499458312988,office,theta_rel,pair5/m0
0.0370357409119606,0.0371822714805603,base,maskdistill,7scenes,-0.00014653056859970093,after_on_probe0_clean,0.6530499458312988,office,theta_rel,pair5/m0
0.02739848755300045,0.027395982295274734,base,rkd_sh_d,7scenes,2.505257725715637e-06,after_on_probe0_clean,0.6530499458312988,office,theta_rel,pair5/m0
0.030428415164351463,0.030373133718967438,base,rkd_sh_a,7scenes,5.5281445384025574e-05,after_on_probe0_clean,0.6530499458312988,office,theta_rel,pair5/m0
0.006146497093141079,0.006109412293881178,base,couple,7scenes,3.708479925990105e-05,after_on_probe0_clean,0.6530499458312988,office,theta_rel,pair5/m0
0.0005461020627990365,0.0005319224437698722,base,rel_rot,7scenes,1.4179619029164314e-05,after_on_probe0_clean,0.6530499458312988,office,theta_rel,pair5/m0
0.13660195469856262,0.13855333626270294,base,rel_tdir,7scenes,-0.0019513815641403198,after_on_probe0_clean,0.6530499458312988,office,theta_rel,pair5/m0
0.20822115242481232,0.21111665666103363,base+R,maskdistill,7scenes,-0.0028955042362213135,after_on_input,0.9549771547317505,office,theta_rel,pair5/m0
0.006271237041801214,0.007937101647257805,base+R,rkd_sh_d,7scenes,-0.0016658646054565907,after_on_input,0.9549771547317505,office,theta_rel,pair5/m0
0.014801088720560074,0.018878791481256485,base+R,rkd_sh_a,7scenes,-0.004077702760696411,after_on_input,0.9549771547317505,office,theta_rel,pair5/m0
0.002445884281769395,0.0037811738438904285,base+R,couple,7scenes,-0.0013352895621210337,after_on_input,0.9549771547317505,office,theta_rel,pair5/m0
0.017519697546958923,0.02276635728776455,base+R,rel_rot,7scenes,-0.005246659740805626,after_on_input,0.9549771547317505,office,theta_rel,pair5/m0
0.015031149610877037,0.018711071461439133,base+R,rel_tdir,7scenes,-0.0036799218505620956,after_on_input,0.9549771547317505,office,theta_rel,pair5/m0
0.03704340010881424,0.0371822714805603,base+R,maskdistill,7scenes,-0.00013887137174606323,after_on_probe0_clean,0.9549771547317505,office,theta_rel,pair5/m0
0.02724996954202652,0.027395982295274734,base+R,rkd_sh_d,7scenes,-0.00014601275324821472,after_on_probe0_clean,0.9549771547317505,office,theta_rel,pair5/m0
0.03036763332784176,0.030373133718967438,base+R,rkd_sh_a,7scenes,-5.500391125679016e-06,after_on_probe0_clean,0.9549771547317505,office,theta_rel,pair5/m0
0.006215250119566917,0.006109412293881178,base+R,couple,7scenes,0.00010583782568573952,after_on_probe0_clean,0.9549771547317505,office,theta_rel,pair5/m0
0.0004892864380963147,0.0005319224437698722,base+R,rel_rot,7scenes,-4.263600567355752e-05,after_on_probe0_clean,0.9549771547317505,office,theta_rel,pair5/m0
0.13641715049743652,0.13855333626270294,base+R,rel_tdir,7scenes,-0.0021361857652664185,after_on_probe0_clean,0.9549771547317505,office,theta_rel,pair5/m0
